id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10595,"96m2, 3BR, 2BA, Metro, WI-FI etc...",37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98887924384334,23.764314563525055,Entire home/apt,101,1,15,2017-10-29,0.17,8,356
10988,"75m2, 2-br, metro, wi-fi, cable TV",37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.988434261427905,23.763446602200577,Entire home/apt,83,1,31,2017-11-23,0.44,8,0
10990,"50m2, Metro, WI-FI, cableTV, more",37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98783415721626,23.76478728692748,Entire home/apt,68,1,24,2017-11-29,0.33,8,358
10993,"Studio, metro, cable tv, wi-fi, etc",37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98860728307634,23.76422238412952,Entire home/apt,65,1,39,2018-03-31,0.54,8,343
10995,"47m2, close to metro,cable TV,wi-fi",37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.989497855276916,23.76356202742272,Entire home/apt,68,2,15,2016-08-06,0.15,8,343
27262,"54m2, 1-br, cable tv, wi-fi, metro",37177,Emmanouil,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98892799472425,23.76474873561398,Entire home/apt,68,1,16,2017-05-15,0.22,8,363
28186,Deluxe central loft near Acropolis,121318,Francis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97680384053444,23.729238030579143,Entire home/apt,59,4,383,2018-07-28,5.04,2,30
31155,sleep on sailing boat,133845,Irene,,ΚΕΡΑΜΕΙΚΟΣ,37.97961871161071,23.715894480059603,Private room,39,1,0,,,1,365
33704,"Artist's studio in Athens, safe area, near metro",145728,Nicole,,ΑΜΠΕΛΟΚΗΠΟΙ,37.990522312584446,23.765927564703002,Entire home/apt,27,2,26,2018-07-28,2.15,1,86
33945,Spacious Cosy aprtm very close to Metro!,146553,Katerina,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00852681846307,23.729381688836483,Entire home/apt,20,2,69,2018-05-22,0.73,2,357
34169,A Tastylicious Rental Apartment!,147298,Lina,,ΠΑΤΗΣΙΑ,38.009861964757754,23.737492867980347,Entire home/apt,55,2,2,2015-06-13,0.05,1,365
38100,Stay at the heart of Athens (100m²),163481,Alexandros,,ΠΑΓΚΡΑΤΙ,37.97075337003545,23.742590255610306,Entire home/apt,48,3,170,2018-07-28,1.74,2,311
40149,Great View - Heart of Athens  wifi,172333,Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97968858075259,23.72899535580906,Entire home/apt,43,3,250,2018-08-07,2.80,5,319
40150,Syntagma Heart of Athens free wifi,172333,Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97968286308127,23.73037091066575,Entire home/apt,37,3,112,2018-08-06,1.18,5,326
44858,Comortable room near Areos Park & Athens centre,197677,Haris,,ΚΥΨΕΛΗ,37.996736766076985,23.738377423825305,Private room,23,2,169,2018-07-23,1.79,1,362
48635,Athensstay!Welcome home!metroAttiki,221434,Aikaterini,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,38.00087221913157,23.72185951078659,Entire home/apt,21,1,142,2018-07-26,1.83,4,362
49219,sunny appartment neos kosmos athens,224378,Markos,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95920035539923,23.725357320271733,Entire home/apt,28,3,2,2015-09-14,0.02,1,0
49489,3bdr apt in the heart of Athens,225612,Stathis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97692308651892,23.73040015746513,Entire home/apt,120,2,112,2018-07-16,1.32,1,340
54637,Penthouse Parthenon view in Athens,256676,Angeliki,,ΣΤΑΔΙΟ,37.9681095678163,23.74344882641909,Entire home/apt,70,10,3,2018-02-01,0.06,1,363
55942,Museum Acropolis Studio  wifi,172333,Athens,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96690135444438,23.727290667435522,Entire home/apt,26,3,130,2018-08-08,1.44,5,330
59663,ATHENS spacious apt Ideal location,286911,Nely,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.990954304761125,23.721950232211366,Entire home/apt,59,1,303,2018-07-20,3.24,1,327
60394,Cosy 1 bedroom apt! Great central Athens location!,290864,Mika,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96543048217361,23.740248962187213,Entire home/apt,27,3,9,2017-10-03,0.23,1,314
68425,2 BD Roomy & cozy apt. near metro,339283,Akis,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99120848422234,23.758914711737898,Entire home/apt,49,2,2,2016-07-16,0.06,1,362
79515,ROCK APARTMENTS - Arrianou,428235,Menelaos,,ΠΑΓΚΡΑΤΙ,37.970222001857074,23.74280157924175,Entire home/apt,29,5,41,2017-02-14,0.46,5,365
80598,Athens in old historic neighborhood,435867,Leandros,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.99429214403042,23.709014360056408,Entire home/apt,32,2,327,2018-08-11,3.66,2,287
81230,Chroma apt - Traveling on a budget?,439890,Periklis,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.007207003409256,23.733346743391763,Entire home/apt,21,4,124,2018-07-28,1.43,1,330
82239,Charming 1BR near Acropolis!,432381,Alexander,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96527703429006,23.72412519273053,Entire home/apt,60,4,8,2016-09-28,0.12,1,75
83097,House In Centre,452494,Aris,,ΓΟΥΒΑ,37.96403189811883,23.744068837329962,Entire home/apt,45,4,21,2015-07-25,0.26,1,365
85539,The Heart Of Athens,468541,Xanthippi,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.9918321014454,23.729797377546195,Entire home/apt,75,4,0,,,1,365
95955,Close to Acropolis and Plaka  free wifi,172333,Athens,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98041122423165,23.73165744508629,Entire home/apt,39,3,64,2017-11-08,0.91,5,354
97724,"Acropolis, next to everything!",516976,Phoebus,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96802400268936,23.725253609962074,Entire home/apt,69,2,2,2012-05-29,0.02,1,287
110046,ROCK APARTMENTS - Antinoros,428235,Menelaos,,ΙΛΙΣΙΑ,37.97454060193286,23.748176605309535,Entire home/apt,29,5,26,2017-08-10,0.30,5,304
110063,ROCK APARTMENTS - Kononos ,428235,Menelaos,,ΠΑΓΚΡΑΤΙ,37.966607451404606,23.755073232836793,Entire home/apt,44,5,5,2011-08-16,0.06,5,331
110083,ROCK APARTMENTS - Arsinois,428235,Menelaos,,ΠΑΓΚΡΑΤΙ,37.96686085869921,23.754269580658715,Entire home/apt,29,5,0,,,5,365
110087,ROCK APARTMENTS - Athanasias,428235,Menelaos,,ΠΑΓΚΡΑΤΙ,37.96792486672205,23.74518773077976,Entire home/apt,29,5,7,2015-08-07,0.08,5,365
114570,"""Loft in Space"" | 7th Floor Studio",581370,Nektarios,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98568413202586,23.733880035726006,Entire home/apt,53,3,232,2018-08-10,2.68,1,295
119372,Safe house near the Acropolis-wifi,602806,Hamilton Augusto,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96230981682873,23.734139424359114,Entire home/apt,28,3,97,2018-07-31,1.11,1,233
119682,Acropolis apartment  GREAT LOCATION,603724,Manolis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.972597526747386,23.725361216230457,Entire home/apt,63,2,118,2018-05-06,1.36,1,213
119967,Beautiful apartment - Athens center,604662,Daphne,,ΠΑΓΚΡΑΤΙ,37.97161531681645,23.74482364812626,Entire home/apt,40,3,7,2015-09-30,0.08,1,319
131133,"Amazing view  2-4/p, Athens center",640163,Nikos,,ΝΕΑ ΚΥΨΕΛΗ,38.00236641902207,23.749125742601457,Entire home/apt,55,2,22,2018-07-22,0.29,9,358
133906,Amazing view -2 bedr. sleep 4-7/p ,640163,Nikos,,ΝΕΑ ΚΥΨΕΛΗ,38.0012809415219,23.74832119494578,Entire home/apt,89,2,34,2018-06-27,0.39,9,336
138386,"APARTMENT DORA , Service with style",675611,Minas,,ΠΑΓΚΡΑΤΙ,37.96827535715619,23.750313922141526,Entire home/apt,55,2,47,2018-07-27,0.56,1,352
139877,"59m2, 1-br, Hilton & metro, wifi...",37177,Emmanouil,,ΙΛΙΣΙΑ,37.9750119361255,23.748444188751808,Entire home/apt,72,1,23,2018-01-02,0.27,8,229
139945,Metro-Loft - Feels like Home -,682214,Thanasis Θανασης,,ΝΕΟΣ ΚΟΣΜΟΣ,37.956822830140155,23.727461801069214,Entire home/apt,20,3,11,2016-10-09,0.14,2,285
141730,Green room with private bath in our Athens home!,689134,Yorgos Katerina,,ΚΥΨΕΛΗ,38.001351742419736,23.740877221767335,Private room,39,30,32,2017-04-30,0.50,2,365
144482,NeoClassical Apt: 30meters from Olympic Stadium!,700190,Alex,,ΣΤΑΔΙΟ,37.968494571773896,23.742059673625377,Entire home/apt,30,3,39,2018-07-13,0.55,1,133
144622,180 degrees view: acropolis-thissio,700737,Eleftheria,,ΚΕΡΑΜΕΙΚΟΣ,37.97880183099639,23.721252872474693,Entire home/apt,40,1,182,2018-08-15,2.16,1,286
145282,The finest Studio* All you need,703667,Daphne,,ΚΟΛΩΝΑΚΙ,37.9767303310986,23.739322850402445,Entire home/apt,40,2,21,2018-07-03,0.25,1,312
154243,LUSCIOUS ROOF GARDEN IN THE CENTER!,741851,Yagos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98652123071793,23.735276855233103,Entire home/apt,55,2,162,2018-06-19,1.88,1,362
155654,"Acropolis cosy  apartment, Koukaki, wi-fi, AC",712602,Nikos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.967909938260526,23.729327664546727,Entire home/apt,60,2,23,2018-07-03,0.45,2,281
157869,Kallimarmaro 2B/R Apartment,650923,AthensApart,,ΣΤΑΔΙΟ,37.96648304666434,23.745611101312804,Entire home/apt,50,1,159,2018-04-26,1.90,6,312
161739,"Sunny,modern,cosy and brand new!",773587,Smara,,ΕΛΛΗΝΟΡΩΣΩΝ,37.998940567641306,23.774375886431613,Entire home/apt,48,44,2,2015-08-27,0.05,1,195
167416,"Apartment in Central Athens, Greece",797823,George,,ΑΝΩ ΚΥΨΕΛΗ,38.007734496458994,23.73870483520406,Entire home/apt,74,14,0,,,1,365
167739,Acropolis area next Metro & Museum,121708,Helena,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96685393003685,23.728224528585123,Entire home/apt,58,2,234,2018-08-06,2.71,20,322
179705,Great Central location - Athens,860485,Theodore & Reshma,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9753738557056,23.733374682845422,Entire home/apt,60,2,72,2018-08-06,0.94,1,187
185936,New apartmenrt in Athens!,885156,E,,ΒΟΤΑΝΙΚΟΣ,37.979110457961305,23.709165084584225,Private room,30,7,0,,,2,365
188839,Room/s in loft only for animal lovers and vegans,910345,Vivi,,ΓΟΥΔΙ,37.98682903300366,23.767102791111988,Private room,19,1,22,2018-06-14,1.11,1,365
200014,"Acropolis view, central location",737436,Daniella,,ΒΟΤΑΝΙΚΟΣ,37.979037402685194,23.707384500250637,Entire home/apt,45,5,13,2018-05-07,0.24,1,54
201028,NEW SPACE IN ATHENS WITH BREAKFAST 64,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98543858847626,23.726990859930428,Private room,18,2,77,2018-08-14,1.46,13,365
203136,PRIVATE BEDROOM BREAKFAST TV WI-FI 63,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98561343584032,23.727316826935102,Private room,18,2,276,2018-08-11,3.28,13,343
203157,3 SINGLE BEDS ROOM BREAKFAST TVWIFI 62,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98429311510303,23.729136395993834,Private room,24,2,107,2018-08-03,1.27,13,363
203174,NEXT ROOM 3 BEDS BREAKFAST WIFI TV 52,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98448026306332,23.726988370357844,Private room,24,2,89,2017-07-16,1.18,13,365
209816,GROUPS AFTER 6+PERSONS apartment  5,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98531964994308,23.72781702421534,Entire home/apt,69,2,24,2017-07-29,0.40,13,365
222637,Luxury 3 bdrm Apartment with Acropolis view,748818,George,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.96029935964195,23.736697272915983,Entire home/apt,110,2,137,2018-07-23,1.80,86,322
237447,"Large, 1960s Retro Apartment Athens",693706,Nayia,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00691139337603,23.735027763922687,Entire home/apt,40,5,9,2018-06-12,0.15,1,357
240960,ATHENS DESIGNER'S LOFT DOWNTOWN ,1264236,Ioannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9795231980909,23.723668102859826,Entire home/apt,70,2,62,2018-07-23,0.87,1,352
247341,VASSO HOME,1296702,Evangelos,,ΙΛΙΣΙΑ,37.97759163730318,23.756268043815382,Entire home/apt,53,4,43,2018-06-28,0.73,1,179
250498,Splendid spacious apt in great area,1312992,Eleni,,ΠΑΓΚΡΑΤΙ,37.96520999195214,23.749690601010553,Entire home/apt,30,3,18,2018-08-04,0.25,1,342
251361,A relaxing house overlooking Athens,592616,Andreas,,ΑΝΩ ΠΑΤΗΣΙΑ,38.01719294147639,23.74505761911546,Entire home/apt,132,5,1,2013-05-23,0.02,1,365
267889,"Kolonaki, Stylish next to Metro",800408,Vassilis,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98602687870755,23.755050923304793,Entire home/apt,99,28,3,2017-10-31,0.08,1,362
270611,An Oasis in the Heart of Athens,1416651,Paul,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98579541840148,23.723277570274572,Entire home/apt,40,3,17,2018-06-14,0.23,1,351
270954,"Apt next to Plaka, roof top with views!",1418201,Dean,,ΚΕΡΑΜΕΙΚΟΣ,37.98129586726325,23.722584901757333,Entire home/apt,68,2,14,2017-04-09,0.19,59,321
270973,Boutique apt. Balconies. Roof top.,1418201,Dean,,ΚΕΡΑΜΕΙΚΟΣ,37.97986659048897,23.722643156940407,Entire home/apt,68,2,5,2018-02-05,0.11,59,332
280211,BIG FLAT /10 MIN WALK FROM THE ACROPOLIS,1460833,Mentis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96569777706362,23.73010105350396,Entire home/apt,69,2,62,2018-05-26,0.80,2,364
281158,"Center 1, Metro 30m, Satelite TV  ",640163,Nikos,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99219536356431,23.730428733331653,Entire home/apt,79,2,47,2018-05-24,0.61,9,365
287858,SWEET SMALL  ATHENS  APPARTMENT ,1496881,Pavlaras,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9813432441704,23.72112372696713,Entire home/apt,29,1,192,2018-07-07,2.62,2,365
296470,Luxury Flat in Athens Kolonaki,3919095,Aggelos,,ΚΟΛΩΝΑΚΙ,37.97690453536974,23.74434502846511,Entire home/apt,80,4,41,2018-07-30,0.58,1,359
306234,AVATON - Parthenon Luxury Suite - 5* stay,1574876,Aris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.975755621047895,23.724476085332267,Entire home/apt,150,2,308,2018-08-04,4.35,4,248
308157,#AH32 GREY STUDIO,1585338,Flavia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98771903097114,23.74397297167321,Entire home/apt,53,7,2,2016-04-05,0.05,5,300
309115,Large apt with big balcony and views!,1418201,Dean,,ΚΕΡΑΜΕΙΚΟΣ,37.98085656800755,23.72221081879813,Entire home/apt,86,2,19,2018-01-02,0.25,59,346
309315,Center Athens:Cozy new apt-Plaka,1590408,Konstantinos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97419438867341,23.731506404087348,Entire home/apt,41,1,153,2018-07-31,4.06,1,158
310179,Stylish apt in Plaka. Patio. WiFi,1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.973745073594564,23.732432858699553,Entire home/apt,42,3,105,2017-11-30,1.35,59,329
317049,"Bright apt, large verandah, central & near metro!",1245823,Jennifer,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99088886859837,23.75619982645467,Entire home/apt,29,3,43,2015-08-25,0.55,1,0
322516,Studio just behind marble stadium,1651111,Patrick,,ΣΤΑΔΙΟ,37.96615551682854,23.742777647978567,Entire home/apt,35,7,9,2017-08-09,0.14,1,303
340237,Artistic 2 bedroom apt in Athens centre.,1365030,Lida,,ΚΕΡΑΜΕΙΚΟΣ,37.98017597252926,23.721822295259173,Entire home/apt,72,3,57,2018-07-23,0.73,1,152
348513,"Cute & Cozy apt., heart of Athens",1765984,Tatiana,,ΚΥΨΕΛΗ,38.00032959519817,23.73941867288328,Entire home/apt,35,3,160,2018-07-31,2.09,1,181
350321,BEAUTIFUL CENTRAL APARTMENT ATHENS,1775281,Christina,,ΣΤΑΔΙΟ,37.9655009311906,23.743456319103938,Entire home/apt,50,2,231,2018-08-10,3.06,1,341
360940,Vintage Design Flat downtown! ,1824707,Dimitrios,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00642361118162,23.73224172508163,Entire home/apt,53,2,21,2017-07-22,0.34,1,365
361393,Hermes Historical Center apt.,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98007917571195,23.730118657390555,Entire home/apt,49,2,194,2018-03-12,4.71,4,271
364982,PRIVATE BEDROOM BREAKFAST TV WI-FI 41,556615,Miglen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.984536889239834,23.72861014811185,Private room,18,2,144,2018-08-05,1.87,13,357
401423,TAKE A WALK ON THE ACROPOLIS SIDE,745805,Ralou,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96855779068826,23.72572085731698,Entire home/apt,54,2,347,2018-08-11,4.57,2,227
408907,Downtown 70m² top floor apartment,2035514,Ranina,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98209181515204,23.720170442338883,Entire home/apt,50,1,167,2018-08-04,2.20,1,357
411452,Everyone who stays leaves happy!,944962,Foris,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99289572673474,23.771384011009822,Entire home/apt,32,2,311,2018-07-29,4.13,3,351
417223,At the heart of Athens- 2 BR - PEN,2074942,Hariklia,,ΙΛΙΣΙΑ,37.9751509809167,23.753866417667663,Entire home/apt,55,2,30,2018-05-28,0.40,1,334
423663,PAGRATI APARTMENT,2106674,Kitty,,ΠΑΓΚΡΑΤΙ,37.96677272494226,23.75163682624012,Entire home/apt,65,3,4,2012-11-30,0.06,1,253
441091,Athens centre next to train station & WiFi,2185512,Jenny,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.994519165614676,23.72941157907977,Entire home/apt,70,3,22,2017-07-08,0.29,1,89
448768,Athens Centre 3min. walk from metro,2228424,Stefanos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99149030218521,23.729022648091608,Entire home/apt,65,2,52,2018-07-21,0.72,2,339
452159,Amazing view - 3 bedr. sleep 6-8/p,640163,Nikos,,ΝΕΑ ΚΥΨΕΛΗ,38.000772386455566,23.74935364408896,Entire home/apt,159,2,46,2018-07-07,0.73,9,342
465975,YOUR FAMILY HOME IN CENTRAL ATHENS,2314494,Carol,,ΠΑΓΚΡΑΤΙ,37.97002962379684,23.74541076792707,Entire home/apt,80,2,25,2016-05-30,0.34,1,90
469140,Live in Athens #01 | Acropolis,2289590,Live In Athens,,ΘΗΣΕΙΟ,37.97617922096179,23.718296287995294,Entire home/apt,130,2,57,2018-05-09,0.75,15,321
470219,Live in Athens #02 I Acropolis,2289590,Live In Athens,,ΘΗΣΕΙΟ,37.97597702101143,23.71932435644976,Entire home/apt,99,2,15,2018-04-02,0.23,15,340
474719,Artemis Historical Center cosy apt.,1826598,Apartments Historical Centre,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.978892013103554,23.73026355101434,Entire home/apt,50,2,233,2018-07-17,3.26,4,306
476197,The Harry Belafonte Suite,2356315,Alice Inn,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97312556007827,23.733086575118154,Entire home/apt,100,1,82,2018-07-29,1.17,4,90
478614,Double Room in the heart of Athens!,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.978314988050414,23.72382099018978,Entire home/apt,90,1,1,2016-12-13,0.05,10,348
478626,Studio for 3 in the heart of Athens,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97629559189675,23.724550834138157,Entire home/apt,120,1,1,2015-06-12,0.03,10,336
482907,Athens studio flat Hilton area,2390549,Alexandra,,ΙΛΙΣΙΑ,37.97613654296137,23.751784097632274,Entire home/apt,55,3,51,2018-06-26,0.78,1,362
484852,Cool apartment for urban lovers,408081,Dimitrios,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99450493786224,23.739065964945254,Entire home/apt,38,5,41,2018-08-08,0.55,1,325
484925,IN THE SHADOW OF ACROPOLIS-2 B/R,2371962,Rania,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.972885400223575,23.728739592455845,Entire home/apt,120,1,188,2018-07-31,2.50,2,275
495212,MODERN FLAT IN THE ACROPOLIS AREA,2446066,Yiagos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.965967402827935,23.726359795602328,Entire home/apt,62,3,3,2018-05-10,0.13,1,360
496416,"Walk to Plaka, terrace,garden, WiFi",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.981316074955664,23.72419796304776,Entire home/apt,56,2,4,2015-09-04,0.08,59,322
496503,"2 interconnected apts, walk to all sites!",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98082190405453,23.72460258236219,Entire home/apt,125,2,8,2017-09-16,0.16,59,324
496561,In the shadow of Acropolis,2371962,Rania,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.972728590020985,23.729117424213193,Entire home/apt,80,1,7,2018-07-08,0.33,2,364
497502,Design studio & lemon tree garden!!,2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.9698026043511,23.741715073267866,Entire home/apt,110,1,9,2017-10-03,0.14,7,301
498604,"Acropolis, Koukaki apartment",2461282,Marilia,,ΑΚΡΟΠΟΛΗ,37.963674990593645,23.71791270339274,Entire home/apt,40,3,76,2018-07-29,1.07,1,341
500832,downtown independent room garden,964919,Rebecca,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9833777868871,23.722389242203207,Private room,50,3,16,2017-06-14,0.24,2,361
502779,"Bauhaus building, 5 apts, 3 levels. Next to Plaka.",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98133035024388,23.724648891642886,Entire home/apt,311,2,13,2018-07-23,0.19,59,332
502842,"1 bedrm apt, terrace, walk to Plaka",1418201,Dean,,ΚΕΡΑΜΕΙΚΟΣ,37.981394673332524,23.72333153911834,Entire home/apt,56,2,3,2018-05-05,0.08,59,323
502879,"Garden apt, next to Plaka, WiFi",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97950762654525,23.724281320130014,Entire home/apt,56,2,14,2017-05-20,0.22,59,341
505720,"Central,spacious,pine forest view!!",2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.968592569141556,23.74243282616434,Entire home/apt,130,1,17,2017-12-23,0.26,7,288
505769,Athens Green Apartment with garden!,2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.96780724870507,23.7424422096635,Entire home/apt,110,1,5,2017-01-15,0.08,7,306
507463,Beautiful central flat with veranda,2501062,Zacharias,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98169573110938,23.718493882984017,Entire home/apt,45,2,56,2017-05-02,0.76,1,364
526273,New apartment next to Acropolis,2586897,Fenia,,ΝΕΟΣ ΚΟΣΜΟΣ,37.966366117268144,23.73261462879921,Entire home/apt,55,2,382,2018-08-10,5.10,2,281
534447,SMALL STUDIO FLAT JUST RENOVATED,2626703,Solon,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98718040249572,23.74641372247966,Entire home/apt,45,3,0,,,1,257
536072,"Lovely 2 bedroom apt, walk to sites",1418201,Dean,,ΘΗΣΕΙΟ,37.97662515082756,23.714933476342345,Entire home/apt,72,3,6,2017-09-05,0.15,59,334
536123,Acropolis charming apt with balcony,1418201,Dean,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9655710404703,23.728292112561356,Entire home/apt,62,3,29,2018-06-25,0.41,59,316
536151,"Acropolis, 2 b'room apt, free WiFi",1418201,Dean,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96810010932965,23.726058753966203,Entire home/apt,86,2,4,2014-11-10,0.05,59,346
536197,"Plaka, modern one bed apt, Cathedral Sq.",1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9755373938306,23.731841959552,Entire home/apt,88,2,32,2016-08-29,0.45,59,0
540986,Cosy central studio with garden!!,2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.96826392530877,23.743823379193845,Entire home/apt,60,1,94,2018-06-29,1.47,7,258
541001,Design apartment balcony + garden!!,2456294,Athens Green Apartments,,ΣΤΑΔΙΟ,37.96912836873696,23.7416795449848,Entire home/apt,110,1,4,2015-05-31,0.07,7,281
