id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3940117,2 BR Central Athens-Gizi with WIFI,20415129,Elaine,,ΓΚΥΖΗ,37.990306786093065,23.744719128085617,Entire home/apt,31,2,22,2017-07-17,0.47,1,348
3949479,AIRBNB COZY bedroom in Athens walk to Acropolis,2089542,Tia & Mike,,ΠΑΓΚΡΑΤΙ,37.96382439721942,23.746265660980185,Private room,10,1,188,2018-08-10,3.94,37,336
3954664,"Central, calm studio, next to metro station",16867033,Dimitris & Mairi,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95773833036722,23.7315816434232,Entire home/apt,30,3,6,2017-07-17,0.12,1,318
3976641,NS Place | The Athena Suite,20609102,NSplace,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97565639194354,23.72588215651265,Entire home/apt,225,1,4,2017-04-30,0.09,4,320
3976983,Pedion Areos Luxury Apart in Athens!,12851473,Jerry,,ΚΥΨΕΛΗ,37.99795262937576,23.739158567431698,Entire home/apt,54,2,94,2018-08-11,1.97,5,364
3990244,Apt 2 Heated Pool&Acropolis view,748818,George,,ΘΗΣΕΙΟ,37.97490214575618,23.71735900881544,Entire home/apt,145,2,68,2018-01-02,1.44,86,356
4002383,Cosy Flat at the centre of Athens,20752725,Aris,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98937169326627,23.762986799231722,Entire home/apt,32,3,21,2018-07-05,0.44,1,343
4006764,Small Patio flat in Athens Greece,454131,Michael,,ΝΙΡΒΑΝΑ,38.0134720997283,23.72272684911668,Entire home/apt,24,2,0,,,1,365
4011704,HOUSE 60 m2,20800200,Αntonis & Teo,,ΚΥΨΕΛΗ,37.9972505034413,23.734608410746898,Entire home/apt,29,2,231,2018-08-09,4.84,2,299
4014753,"",13449308,Panos,,ΘΗΣΕΙΟ,37.97678774592332,23.71790447410344,Entire home/apt,45,2,117,2018-05-13,2.44,4,332
4014969,Acropolis Luxury Apartment 70m2,13449308,Panos,,ΘΗΣΕΙΟ,37.97552638798209,23.71920180788742,Entire home/apt,69,2,103,2018-05-18,2.16,4,337
4021939,Cosy Artist Appartment,20850499,Mirela,,ΠΑΓΚΡΑΤΙ,37.97026685820543,23.74546910417727,Entire home/apt,35,2,168,2018-07-30,3.55,1,330
4022613,"Charming apt in Mets, near Acropolis",6146372,Vanessa,,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,37.964733080897766,23.737954829408835,Entire home/apt,50,2,51,2018-06-24,1.39,1,349
4023665,COZY CENTRAL ATHENS  -  ACROPOLIS ROOFTOP  VIEW,2276011,Elias,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.979376608385465,23.724601685600526,Private room,25,1,321,2018-08-06,6.69,4,299
4024450,Cosy sunny loft with amazing Acropolis view,15456981,George,,ΘΗΣΕΙΟ,37.97807032229734,23.72042158909318,Entire home/apt,80,2,133,2018-07-26,3.20,1,338
4029059,Best apartment 7mins to Acropolis,2047548,Dimitris,,ΣΤΑΔΙΟ,37.969557599751916,23.742146934899605,Entire home/apt,40,2,290,2018-07-29,6.08,2,314
4049066,Cute & easily accessible apartment,20996358,Emmanuel,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99039272714707,23.76303201448427,Entire home/apt,40,3,25,2018-06-19,0.55,1,144
4050132,Acropolis Koukaki Area small appartment,21001781,Κίρκη,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96455817113565,23.722801182476445,Entire home/apt,35,3,13,2018-06-07,0.33,2,363
4066437,St.Pauls square-Heart of Athens,21088834,Spiros,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98882983278117,23.722913326842882,Entire home/apt,41,2,149,2018-07-22,3.17,1,358
4072032,Apartment in Gazi,21118595,Kalliopi,,ΓΚΑΖΙ,37.97769838037524,23.70941127916326,Entire home/apt,60,4,36,2017-07-20,0.76,1,258
4074054,"A beautiful apartment, ethnic style",20850983,Catherine,,ΠΟΛΥΓΩΝΟ,37.99937602244312,23.758837008229143,Entire home/apt,80,2,0,,,1,365
4080114,Petit STUDIO in The HEART of ATHENS,18997242,YOrgo,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.000510591895036,23.73200533561992,Entire home/apt,9,1,17,2015-08-29,0.40,2,107
4082831,new apartment ,21176213,Arc,,ΑΝΩ ΠΑΤΗΣΙΑ,38.02286679934834,23.738821583645564,Entire home/apt,50,1,0,,,1,365
4087770,Penthouse. Private Balcony. Great Views!,1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.978781691751806,23.726853882486772,Entire home/apt,55,2,11,2015-10-19,0.24,59,318
4094400,Flat with courtyard near Acropolis,21238250,Katerina,,ΑΚΡΟΠΟΛΗ,37.96373379422694,23.718481654968574,Entire home/apt,47,2,111,2018-07-25,2.35,1,129
4095056,athens central exclusive apartment,21241180,Nikos,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98864243748949,23.76584838546387,Entire home/apt,100,1,0,,,1,362
4102498,Small & Cosy Downtown Studio(+WiFi),21280983,Gabriel,,ΑΝΩ ΚΥΨΕΛΗ,38.0061356739838,23.739762151716665,Entire home/apt,22,2,33,2018-08-01,0.75,1,197
4107372,"Athens Acropolis, Plaka ,guide map.",21309110,Charalampos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.966645723886735,23.72489865501753,Entire home/apt,40,2,16,2015-10-05,0.34,1,0
4108994,Lux loft with Acropolis view,21318363,Ελένη,,ΓΚΑΖΙ,37.978497708769844,23.711252061738197,Entire home/apt,80,2,46,2018-07-18,1.19,1,360
4117468,Athens 360 view,21361590,Eleni,,ΠΕΤΡΑΛΩΝΑ,37.96505338479401,23.712288515527536,Entire home/apt,40,1,0,,,1,365
4119683,SoHoAthine Apartment- Acropolis downhill,21369986,Anna,,ΘΗΣΕΙΟ,37.97628427502337,23.715460814911584,Entire home/apt,80,2,108,2018-07-29,2.30,1,329
4149530,Colourful artistic apartment,16210451,Becky,,ΙΛΙΣΙΑ,37.97600785930586,23.75740272272626,Entire home/apt,21,28,82,2018-03-30,1.76,1,59
4160750,Convenient Apt near center Athens,21592877,Vasiliki,,ΙΛΙΣΙΑ,37.97619359814401,23.756671590186855,Entire home/apt,30,3,88,2018-06-30,1.86,1,310
4162850,ACROPOLIS ROUND THE CORNER,745805,Ralou,,ΘΗΣΕΙΟ,37.97414446503234,23.71924359853524,Entire home/apt,55,2,153,2018-08-07,3.25,2,326
4163240,Cosy elegant flat near Acropolis,7554564,Nicole,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97519454770894,23.731398252695435,Entire home/apt,140,5,59,2018-05-04,1.25,1,363
4175883,The Aesthetic Value,21668869,Αλέξανδρος,,ΚΟΛΩΝΟΣ,38.00043682873616,23.71741567092508,Entire home/apt,21,2,4,2018-08-04,4,1,354
4178088,Unique place  facing Acropolis,443874,Panagiota,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97605832158555,23.724235350654034,Private room,32,1,116,2018-07-30,2.83,2,345
4178997,#AH17 LARGE STUDIO IN PLAKA,1585338,Flavia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.971402645642016,23.731688515250564,Entire home/apt,65,5,8,2018-08-03,0.18,5,330
4189994,Central Vintage Kolonaki 100m2 Penthouse,21738082,Νικόλαος,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98093907308295,23.736336290045458,Entire home/apt,65,2,54,2018-07-21,1.69,2,342
4202434,Cozy Studio 10 min from Athens Center,21802400,Marinos,,ΝΙΡΒΑΝΑ,38.01082132169296,23.72600466837395,Entire home/apt,35,10,6,2016-06-10,0.21,1,362
4209759,Cozy apartment for 4 at 4th floor,21844841,Evrykleia,,ΝΕΟΣ ΚΟΣΜΟΣ,37.962425078034826,23.730953215336175,Entire home/apt,38,2,181,2018-08-14,3.85,1,161
4219518,Athens view luxury flat 50m. metro,3600854,Giorgos,,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,38.018852682326774,23.730927038621548,Entire home/apt,99,1,39,2018-06-30,0.85,6,345
4225499,Under the Acropolis,21929242,Panayiotis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97173936863912,23.732111236788803,Entire home/apt,100,5,0,,,1,365
4232969,ACROPOLIS New  Museum  Flat,3489820,Acropolis Athens,,ΑΚΡΟΠΟΛΗ,37.97004770916488,23.72954277857751,Entire home/apt,99,1,116,2018-08-12,2.48,11,325
4245402,Luxury Minimal Design in the heart of Athens.,17625059,Phaidon,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97325935888274,23.732535346862335,Entire home/apt,70,1,177,2018-08-07,3.84,3,59
4245658,Boutique Penthouse - Athens,12851473,Jerry,,ΚΥΨΕΛΗ,37.99620724573354,23.735991528428734,Entire home/apt,55,2,60,2018-07-07,1.50,5,363
4246787,Touching ACROPOLIS and PARTHENON!!,6036732,Leonidas,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9761134296127,23.724916898545263,Entire home/apt,40,1,134,2018-08-04,3.26,3,308
4253959,"Sunny, central flat in Attiki",7997856,Anna,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99630323314919,23.726105582600155,Entire home/apt,37,2,3,2017-11-30,0.08,1,364
4263432,Private room in Athens,22129750,Maria,,ΝΕΟΣ ΚΟΣΜΟΣ,37.960712060013016,23.733111305361625,Private room,13,4,7,2018-08-01,2.16,1,121
4269898,Everything Within Walking Distance,7678994,Dimitris,,ΚΟΛΩΝΑΚΙ,37.978632620873455,23.7502056981379,Entire home/apt,45,3,51,2018-04-17,1.12,1,285
4274763,Amazing penthouse in Plaka. Great views!,1418201,Dean,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97407442757276,23.73285905477316,Entire home/apt,159,3,41,2017-10-31,1.00,59,297
4289381,Acropoli Flat scandinavian style,22269625,Dimitris,,ΘΗΣΕΙΟ,37.97547725597025,23.713832603639297,Entire home/apt,57,2,293,2018-08-10,6.27,1,199
4309136,Athens Center! Chic & Cheap Apartment in Kolonaki,13912300,Demis,,ΛΥΚΑΒΗΤΤΟΣ,37.983530240678796,23.74132220719461,Entire home/apt,35,2,213,2018-08-10,4.64,3,80
4313730,Modern design Penthouse with  view,22393721,Alexandra,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97470356783886,23.732898569306133,Entire home/apt,140,2,31,2017-10-28,0.67,1,318
4326450,"360o view, central, duplex 5-6th floor penthouse",14710016,Tina,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99281844501773,23.742828247402908,Entire home/apt,60,1,140,2018-08-15,3.54,2,330
4331746,a cosy studio at Acropolis,3042502,Annemarie,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96659388413665,23.726028584747805,Entire home/apt,30,1,156,2018-07-31,3.42,2,326
4333936,Village under the Acropolis,13878250,Maria,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97415369107796,23.728953228447132,Entire home/apt,120,1,98,2018-07-26,2.43,1,147
4336760,Impressive apt in an exclusive neighbourhood.,1418201,Dean,,ΖΑΠΠΕΙΟ,37.97223717618828,23.740336585895502,Entire home/apt,122,2,10,2018-07-08,0.27,59,335
4339355,Charming apartment in Athens,15052590,Martha,,ΠΑΓΚΡΑΤΙ,37.96539245604353,23.747568252112412,Entire home/apt,32,1,54,2017-09-04,1.18,1,263
4348335,cheap flat at the heart of Athens,20336565,Marianna,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.99096512626409,23.72059803320648,Entire home/apt,25,3,146,2018-07-31,3.14,1,119
4357970,"Located City Center, 7min to Metro",6636685,Stelios,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.985324666832895,23.73779223312439,Private room,40,1,101,2016-09-19,2.17,3,318
4365666,"Urban flat near Acropolis, Athens - Netflix AVBL",22644016,Dionisis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.962327338423954,23.7264734590629,Entire home/apt,38,2,105,2018-08-08,2.39,1,318
4366896,"Athens Center, Close to Akropolis",22669053,George,,ΠΕΤΡΑΛΩΝΑ,37.96799471595565,23.71153524468041,Entire home/apt,75,3,43,2018-07-09,1.08,1,363
4367561,Modern loft style w Acropolis view!,13082048,Dimiris Dorian,,ΝΕΟΣ ΚΟΣΜΟΣ,37.963779371362534,23.730247583296006,Entire home/apt,58,2,68,2018-08-02,1.54,2,287
4375331,In the heart of Athens center ,22715874,Smaggie,,ΣΤΑΔΙΟ,37.965824916520845,23.733526516447235,Entire home/apt,39,2,212,2018-07-11,4.68,1,150
4376723,Billo's place-just 2km to Acropolis,20902144,Vasiliki,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96093872359908,23.718883411090253,Entire home/apt,30,2,84,2017-10-05,1.88,1,347
4384391,KERAMEIKOS / GAZI SUNNY & QUIET APT WITH BALCONY,3658241,Anna,,ΚΕΡΑΜΕΙΚΟΣ,37.97930717553061,23.716597455716858,Entire home/apt,32,2,167,2018-07-12,3.62,1,359
4386006,Welcome to the Centre of Athens,21018116,Veronika,,ΠΑΤΗΣΙΑ,38.01527572552613,23.734169538492388,Entire home/apt,30,1,30,2018-06-25,0.73,1,363
4390763,At the entance of ancient agora,443874,Panagiota,,ΑΚΡΟΠΟΛΗ,37.97274480518247,23.725105830458883,Private room,49,1,58,2018-06-02,1.27,2,180
4399187,New stylish 1-bdr Kolonaki flat!,6053748,Nikos,,ΛΥΚΑΒΗΤΤΟΣ,37.9819354200808,23.746111066256308,Entire home/apt,65,1,53,2018-05-20,1.19,2,343
4402371,ACROPOLIS Luxury FREE airport transfer,3489820,Acropolis Athens,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.967556565956485,23.729098049588266,Entire home/apt,120,1,53,2018-07-19,1.15,11,334
4402592,Ampelokipi apartment 75m2,22853537,Maria,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99133424264794,23.755367456533634,Entire home/apt,45,1,43,2018-08-05,1.18,1,348
4407639,Τριάρι 80 τ.μ. 3ου ορόφου νοικιαζεται σε γυναικες.,22879641,Χρυσοδήμη,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9919272855581,23.770551356985624,Private room,17,5,9,2015-08-05,0.20,1,363
4414146,100m² Boutique Flat / Metro 1' walk / Airport Line,3726244,George,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99514824203848,23.764719321859502,Entire home/apt,86,2,211,2018-05-24,5.02,4,98
4414411,Exarchia Apartment,22771936,Ismini,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.987268677593185,23.73499142032048,Entire home/apt,27,4,109,2018-08-11,2.36,1,325
4440310,Super central..close to Acropolis.!,16772400,Konstantinos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98536983876083,23.736942328786807,Entire home/apt,39,6,127,2018-04-12,2.75,1,298
4442918,Your space in Athens central park,7756661,Angelos,,ΠΕΔΙΟ ΑΡΕΩΣ,37.996221732101304,23.740402376077864,Entire home/apt,35,1,9,2018-07-16,0.22,1,264
4443443,Central Apartment in Psirri (2A) Historic Center!,22846943,Andreas,,ΚΕΡΑΜΕΙΚΟΣ,37.98105232993698,23.722942704365828,Entire home/apt,65,2,2,2018-01-27,0.27,4,98
4453537,Magical Room,8203341,Krystyna,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00140443408801,23.73047368266804,Entire home/apt,19,4,77,2018-07-12,1.70,1,215
4463531,Unique Acropolis view apartment,9084991,Konstantinos,,ΚΟΛΩΝΟΣ,37.994016771922546,23.71847307353095,Entire home/apt,50,2,148,2018-08-09,3.22,1,315
4483473,Cosy Apartment Above Metro Station,7186279,Nick,,ΣΕΠΟΛΙΑ,38.00353253528062,23.711845047306372,Entire home/apt,35,1,102,2018-05-07,2.30,35,342
4487893,A cosy room on the 6th floor,20898355,Manos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98196121966076,23.71944799294519,Private room,25,2,18,2018-06-12,0.39,2,25
4499304,Acropolis view budget apartment,10076200,Alex,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95452646540165,23.725524378054697,Entire home/apt,38,2,184,2018-07-29,4.04,11,213
4505420,Lovely apartment next to Acropolis!,22155342,Fani,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96608361572927,23.729133744230325,Entire home/apt,37,4,88,2016-10-27,2.50,2,364
4521465,Little hidden paradise in Athens,23441877,Lefteris,,ΠΕΤΡΑΛΩΝΑ,37.966395363973504,23.709771054420905,Entire home/apt,140,2,64,2018-07-20,1.55,1,250
4562733,lovely apt In the heart of Athens,23653023,Yiannis,,ΠΑΓΚΡΑΤΙ,37.97064752345623,23.747256753354502,Entire home/apt,33,4,16,2018-07-31,0.36,1,353
4590246,Lovely Apartment in the Centre,17835708,Maria,,ΙΛΙΣΙΑ,37.97485338373257,23.74832079378437,Entire home/apt,28,3,33,2018-05-31,0.82,1,89
4594270,Appartement confortable bien situé,23814823,Marie,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.988129459766576,23.729119556321454,Entire home/apt,50,4,2,2015-06-17,0.05,1,319
4603600,Two rooms 1 min walk from Panathenaic Stadio,23856407,Nitya,,ΠΑΓΚΡΑΤΙ,37.97030532207286,23.742840298325397,Entire home/apt,26,2,117,2017-11-14,2.79,2,0
4618164,Apartment 150 sq.m on the subway ,917559,Patricia,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99688464733362,23.766697083893526,Entire home/apt,100,2,0,,,1,365
4619721,Home sweet Home,23929607,Massimiliano,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96300986649985,23.723483283040355,Entire home/apt,28,3,121,2018-07-25,2.86,1,316
4622444,"Διαμέρισμα Άγιος Νικόλαος, Αθήνα",9299941,Matthew,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.005304447771906,23.72962512678121,Entire home/apt,25,7,1,2015-08-07,0.03,1,363
4623857,Cozy house in the center of Athens,23948454,George,,ΚΕΡΑΜΕΙΚΟΣ,37.9819674785771,23.715993986750668,Private room,22,1,81,2018-06-19,1.97,1,329
4627302,"Panathenaic Stadium 1min, Acropolis 20min.",23856407,Nitya,,ΣΤΑΔΙΟ,37.97029857978086,23.741700050396673,Entire home/apt,38,2,7,2018-07-25,0.57,2,35
4635728,Cuteness Overload,6855462,Lucy & Matt,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96308383952726,23.724159247733976,Entire home/apt,25,3,29,2016-11-29,0.71,2,0
4635944,BIG CENTRAL ATHENS apt_180 m2,24004787,Nikolaos,,ΚΟΛΩΝΟΣ,37.996329936618494,23.718709078018886,Entire home/apt,75,1,105,2018-08-01,2.47,2,352
4636508,Newly renovated 3BR DOWNTOWN ATHENS NEAR ACROPOLIS,5445204,Angeliki,,ΓΟΥΒΑ,37.96193511516088,23.74407619163826,Entire home/apt,38,2,57,2018-06-30,1.40,1,343
4636963,Elegant room in sunny penthouse city central,23665868,Athina,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99621894022701,23.73146883632033,Private room,19,1,11,2017-10-14,0.27,1,283
4640224,Athens Oasis-Central Athens House with Pool,24025455,Nikos,,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,38.012889310666104,23.728689496856962,Entire home/apt,180,2,15,2018-07-30,0.38,1,350
4641619,"ATHENS HOUSE HOSTEL, BUDGET HOSTEL",24032361,Μιχάλης,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.986155926913774,23.72637893986867,Private room,12,1,28,2018-07-14,0.66,1,353
4643557,Renovated aprtmnt in central Athens,7398330,Anastas,,ΚΥΨΕΛΗ,38.00285768902168,23.74184781962286,Private room,24,1,24,2018-07-22,0.67,3,365
4649629,Comfortable flat in heart of Athens,24070344,Anastasis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99000495690812,23.727549557400323,Entire home/apt,40,1,35,2017-08-07,0.81,1,348
4649848,Attiki Metro Station  Penthouse,21873493,Dimitris,,ΚΟΛΩΝΟΣ,38.00127348570265,23.720029116822683,Entire home/apt,34,1,147,2018-07-30,3.25,2,128
4669862,Studio w/ terrace access- Kolonaki,15748316,Constantine,,ΚΟΛΩΝΑΚΙ,37.97942839032949,23.739338477935725,Entire home/apt,40,4,40,2018-07-18,0.91,2,284
4670971,City Elegant 2BR apt. w/t terrasse,4315682,Dimitris,,ΚΥΨΕΛΗ,37.99621559266627,23.73413577673982,Entire home/apt,55,3,4,2017-11-11,0.11,9,336
4704415,Unique House at Acropolis-Plaka,5342804,Panos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97307731761599,23.728161951043838,Entire home/apt,139,1,125,2018-08-07,3.83,3,312
4712599,Private Room in central Athens,10998070,Kalliopi,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98726850697505,23.732987705033334,Private room,23,1,34,2018-04-30,0.95,2,63
4713031,Luxury 3Bdr Apt - Center of Athens,748818,George,,ΑΜΠΕΛΟΚΗΠΟΙ,37.984129316903875,23.756217713922553,Entire home/apt,100,2,76,2018-07-05,1.85,86,321
4728119,An Athenian Odyssey in STYLE & COMFORT,17335800,Steve,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97636055743719,23.72376229680677,Entire home/apt,60,1,120,2018-08-02,2.73,1,363
4732205,"",24435099,Eirini,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96458123291495,23.725818577946065,Entire home/apt,30,2,211,2018-07-31,4.76,1,296
4748673,"Cozy apartment near the Acropolis, in Mets",15408977,Sofiana,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96447434302287,23.733787437969365,Entire home/apt,42,1,38,2018-07-24,0.86,2,243
4754533,Cosy flat in Athens center,7474707,Maria,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98543959237873,23.743307759713037,Entire home/apt,60,3,2,2016-05-23,0.05,2,364
4754613,apartment at the centre of Athens ,24536051,Aris,,ΒΟΤΑΝΙΚΟΣ,37.97864612615022,23.703167810144954,Entire home/apt,35,1,0,,,1,0
4766077,A Room with a View,13535918,Leonidas,,ΚΟΛΩΝΑΚΙ,37.981173013168714,23.737502488996935,Entire home/apt,36,3,142,2018-07-23,3.24,1,280
4785819,Central-Cozzy flat with Garden&BBQ,24518913,Georgia,,ΠΑΤΗΣΙΑ,38.01185089370373,23.735680504619726,Entire home/apt,23,2,13,2017-01-10,0.38,1,176
4812115,iGoAthens/Artistic - ideal located,18182930,Esi,,ΣΤΑΔΙΟ,37.96694300191108,23.745300452624033,Entire home/apt,40,3,75,2017-08-09,1.69,3,365
4854688,4Bed/2Bath Penthouse central Athens,24974452,Demetris,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.992988427081976,23.729035413867415,Entire home/apt,60,2,138,2018-08-02,3.24,2,342
4857920,"BEDROOM , Hospitality with style!",24990421,Yavor,,ΠΑΓΚΡΑΤΙ,37.966579472728135,23.750735575179146,Private room,35,2,5,2016-08-11,0.13,1,348
4862871,Full A\C  Sunny Apartment Central Athens,1031504,Jim,,ΚΟΛΩΝΟΣ,37.99186913146045,23.71581631691618,Entire home/apt,19,1,7,2018-08-06,0.16,1,180
4865102,Unique Acropolis - Sea View Penthouse!,25025220,John Anastasiadis Group,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95580452768234,23.72085656200597,Entire home/apt,250,2,41,2018-06-25,1.01,1,348
4871961,Cozy apartment in the city centre,7503158,Asimakis,,ΠΑΓΚΡΑΤΙ,37.973657368839824,23.748734504878474,Entire home/apt,60,3,1,2015-06-20,0.03,2,364
4876104,Beautiful Home in Central Filopapou,22046408,Zoe,,ΑΚΡΟΠΟΛΗ,37.96632575981051,23.722755333425965,Entire home/apt,39,1,19,2018-06-24,0.46,1,362
4876581,Anzhela's Home!,5262731,Marata,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96017291282941,23.735354049249796,Entire home/apt,35,3,1,2017-08-17,0.08,1,250
4888961,Athens Luxury ,25153935,Alex,,ΝΙΡΒΑΝΑ,38.003347661883474,23.723856175792765,Entire home/apt,79,1,0,,,1,364
4894536,Single room in the heart of Athens,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97637529685555,23.723835888678686,Private room,60,1,1,2016-05-06,0.04,10,349
4894903,Studio for 2 with view in Athens,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97638283229437,23.725352033050534,Private room,120,1,1,2016-10-11,0.04,10,365
4895267,Twin room in the heart of Athens!,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9767797876112,23.72466310335582,Private room,90,1,0,,,10,325
4895324,Studio for 3 with view in Athens,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97643205483845,23.724293366603177,Private room,170,1,0,,,10,346
4895376,Studio for 4 in the heart of Athens,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97830708179775,23.72558076166922,Private room,160,1,1,2015-07-25,0.03,10,346
4895499,Studio for 4 with view on Acropolis,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.976308057374354,23.723877807373324,Private room,180,1,2,2016-06-03,0.05,10,350
4922547,amazing view,15719059,Fotis,,ΚΕΡΑΜΕΙΚΟΣ,37.9805819095423,23.718254378138713,Entire home/apt,17,1,77,2018-07-15,2.00,1,362
4939649,"Central Penthouse, Acropolis view",25455711,Kalliope,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96401673061751,23.732341183254775,Entire home/apt,60,1,169,2018-08-10,4.12,1,292
4961203,Athens Flat at the best location - near Acropolis,3708624,Teo,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.964891774977794,23.723821407071696,Entire home/apt,34,2,81,2017-09-27,1.90,1,0
